 num     #instances         #bytes  class name (module)
  91:           385           9240  java.beans.MethodRef (java.desktop@11.0.8)
  92:           128           9216  org.apache.activemq.artemis.utils.collections.ConcurrentLongHashMap$Section
  93:           229           9160  org.apache.logging.log4j.core.Logger
  94:           229           9160  org.apache.logging.log4j.core.Logger$PrivateConfig
  95:           135           8704  [Ljava.util.Hashtable$Entry; (java.base@11.0.8)
  96:           180           8640  io.netty.channel.unix.IovArray
  97:           180           8640  io.netty.util.collection.IntObjectHashMap
  98:           358           8592  java.time.LocalDateTime (java.base@11.0.8)
  99:           355           8520  java.lang.module.ModuleDescriptor$Exports (java.base@11.0.8)
 100:            48           8448  [Lio.netty.buffer.PoolSubpage;
 101:           260           8320  java.lang.ref.ReferenceQueue (java.base@11.0.8)
 102:           257           8224  java.util.LinkedList (java.base@11.0.8)
 103:            21           8064  org.apache.activemq.artemis.utils.ActiveMQThreadFactory$1
 104:           166           7968  java.nio.HeapByteBuffer (java.base@11.0.8)
 105:           497           7952  java.util.LinkedHashMap$LinkedValues (java.base@11.0.8)
 106:            13           7824  [Lorg.eclipse.jetty.util.ArrayTrie$Node;
 107:           324           7776  java.util.jar.Attributes$Name (java.base@11.0.8)
 108:            92           7360  java.net.URI (java.base@11.0.8)
 109:           100           7344  [Ljavax.management.MBeanAttributeInfo; (java.management@11.0.8)
 110:           229           7328  org.apache.logging.slf4j.Log4jLogger
 111:           225           7200  org.apache.logging.log4j.core.config.plugins.processor.PluginEntry
 112:           128           7168  org.eclipse.jetty.io.ArrayRetainableByteBufferPool$Bucket
 113:            19           7144  java.lang.Thread (java.base@11.0.8)
 114:            40           7120  [Z (java.base@11.0.8)
 115:           221           7072  java.lang.invoke.BoundMethodHandle$Species_L (java.base@11.0.8)
 116:           294           7056  javax.management.ImmutableDescriptor (java.management@11.0.8)
 117:           291           6984  org.eclipse.jetty.util.TreeTrie
 118:           147           6952  [Ljava.lang.reflect.Field; (java.base@11.0.8)
 119:           214           6848  sun.nio.fs.UnixPath (java.base@11.0.8)
 120:           281           6744  java.util.ImmutableCollections$Set12 (java.base@11.0.8)
 121:           105           6720  java.util.jar.JarFile (java.base@11.0.8)
 122:           420           6720  jdk.internal.reflect.DelegatingConstructorAccessorImpl (java.base@11.0.8)
 123:           104           6656  java.util.zip.ZipFile$Source (java.base@11.0.8)
 124:           116           6496  java.io.FileCleanable (java.base@11.0.8)
 125:            91           6440  [Ljavax.management.MBeanOperationInfo; (java.management@11.0.8)
 126:           161           6440  java.lang.invoke.BoundMethodHandle$Species_LL (java.base@11.0.8)
 127:           134           6432  java.util.Hashtable (java.base@11.0.8)
 128:            89           6408  java.beans.PropertyDescriptor (java.desktop@11.0.8)
 129:           108           6376  [Ljava.lang.invoke.MethodHandle; (java.base@11.0.8)
 130:           263           6312  java.lang.Long (java.base@11.0.8)
 131:           194           6208  io.netty.util.internal.LongAdderCounter
 132:           256           6144  sun.reflect.generics.tree.SimpleClassTypeSignature (java.base@11.0.8)
 133:           255           6120  java.lang.Class$AnnotationData (java.base@11.0.8)
 134:           250           6000  com.sun.jmx.mbeanserver.PerInterface$MethodAndSig (java.management@11.0.8)
 135:           106           5936  java.lang.Module (java.base@11.0.8)
 136:           185           5920  io.netty.util.concurrent.DefaultPromise
 137:           182           5824  java.util.concurrent.CountDownLatch$Sync (java.base@11.0.8)
 138:           232           5568  java.util.concurrent.atomic.AtomicLong (java.base@11.0.8)
 139:           231           5544  org.apache.logging.log4j.message.DefaultFlowMessageFactory
 140:           231           5544  org.apache.logging.log4j.spi.AbstractLogger$LocalLogBuilder
 141:           225           5400  org.apache.logging.log4j.core.config.plugins.util.PluginType
 142:           130           5200  org.eclipse.jetty.io.ByteBufferPool$Bucket
 143:           105           5040  jdk.internal.loader.URLClassPath$JarLoader (java.base@11.0.8)
 144:           208           4992  java.util.zip.Inflater$InflaterZStreamRef (java.base@11.0.8)
 145:           206           4944  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@11.0.8)
 146:           153           4896  com.sun.jmx.mbeanserver.ConvertingMethod (java.management@11.0.8)
 147:           256           4840  [Lsun.reflect.generics.tree.TypeArgument; (java.base@11.0.8)
 148:           121           4840  java.io.FileDescriptor (java.base@11.0.8)
 149:           100           4800  java.util.logging.LogManager$LoggerWeakRef (java.logging@11.0.8)
 150:           100           4800  javax.management.MBeanInfo (java.management@11.0.8)
 151:           294           4704  org.eclipse.jetty.util.thread.AutoLock
 152:            73           4672  java.lang.invoke.BoundMethodHandle$Species_LLLLLLIIL (java.base@11.0.8)
 153:           192           4608  com.sun.org.apache.xerces.internal.util.SymbolHash$Entry (java.xml@11.0.8)
 154:           190           4560  java.util.concurrent.ConcurrentLinkedQueue (java.base@11.0.8)
 155:           142           4544  java.io.File (java.base@11.0.8)
 156:           182           4368  java.time.LocalDate (java.base@11.0.8)
 157:           136           4352  org.eclipse.jetty.util.IncludeExcludeSet
 158:           180           4320  io.netty.channel.unix.FileDescriptor
 159:           180           4320  io.netty.util.internal.ThreadExecutorMap$1
 160:           108           4320  java.math.BigInteger (java.base@11.0.8)
 161:           133           4256  java.lang.module.ModuleDescriptor$Requires (java.base@11.0.8)
 162:           265           4240  java.util.HashSet (java.base@11.0.8)
 163:           262           4192  java.lang.ref.ReferenceQueue$Lock (java.base@11.0.8)
 164:           174           4176  java.util.ArrayDeque (java.base@11.0.8)
 165:           104           4160  java.security.ProtectionDomain (java.base@11.0.8)
 166:           259           4144  java.lang.Byte (java.base@11.0.8)
 167:           259           4144  java.lang.Short (java.base@11.0.8)
 168:           171           4104  java.util.ImmutableCollections$SetN (java.base@11.0.8)
 169:           102           4080  java.security.CodeSource (java.base@11.0.8)
 170:           254           4064  sun.reflect.generics.tree.ClassTypeSignature (java.base@11.0.8)
 171:           168           4032  org.eclipse.jetty.util.component.ContainerLifeCycle$Bean
 172:           167           4008  java.util.Collections$SetFromMap (java.base@11.0.8)
 173:           166           3984  jdk.internal.module.ServicesCatalog$ServiceProvider (java.base@11.0.8)
 174:            61           3904  java.lang.module.ModuleDescriptor (java.base@11.0.8)
 175:            80           3840  org.eclipse.jetty.http.HttpHeader
 176:            95           3800  java.io.ObjectStreamField (java.base@11.0.8)
 177:            95           3800  java.lang.ref.Finalizer (java.base@11.0.8)
 178:           230           3680  org.apache.logging.log4j.message.ParameterizedMessageFactory
 179:            24           3648  io.netty.buffer.PoolArena$DirectArena
 180:            24           3648  io.netty.buffer.PoolArena$HeapArena
 181:           166           3608  [Ljava.lang.reflect.Type; (java.base@11.0.8)
 182:            45           3600  sun.net.www.protocol.jar.URLJarFile (java.base@11.0.8)
 183:           112           3584  java.io.RandomAccessFile (java.base@11.0.8)
 184:           145           3480  java.util.Collections$SingletonList (java.base@11.0.8)
 185:           105           3360  java.util.zip.ZipFile$CleanableResource (java.base@11.0.8)
 186:            60           3360  jdk.internal.module.ModuleReferenceImpl (java.base@11.0.8)
 187:           164           3288  [Lcom.sun.jmx.mbeanserver.MXBeanMapping; (java.management@11.0.8)
 188:           136           3264  org.eclipse.jetty.webapp.ClassMatcher$ByClass
 189:           136           3264  org.eclipse.jetty.webapp.ClassMatcher$ByLocationOrModule
 190:           136           3264  org.eclipse.jetty.webapp.ClassMatcher$ByModule
 191:           136           3264  org.eclipse.jetty.webapp.ClassMatcher$ByPackageOrName
 192:            81           3240  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@11.0.8)
 193:            80           3200  com.sun.management.internal.DiagnosticCommandArgumentInfo (jdk.management@11.0.8)
 194:           200           3200  com.sun.proxy.$Proxy14
 195:           196           3136  java.util.Collections$SingletonSet (java.base@11.0.8)
 196:            49           3136  javax.management.openmbean.OpenMBeanAttributeInfoSupport (java.management@11.0.8)
 197:            77           3080  com.sun.beans.introspect.PropertyInfo (java.desktop@11.0.8)
 198:            35           3080  jdk.internal.reflect.DelegatingClassLoader (java.base@11.0.8)
 199:           191           3056  java.util.LinkedHashSet (java.base@11.0.8)
 200:           190           3040  com.sun.proxy.$Proxy31
 201:            63           3024  java.util.TreeMap (java.base@11.0.8)
 202:           113           2992  [Ljavax.management.ObjectName$Property; (java.management@11.0.8)
 203:           182           2912  java.util.concurrent.CountDownLatch (java.base@11.0.8)
 204:           180           2880  io.netty.channel.kqueue.KQueueEventLoop$1
 205:           180           2880  io.netty.util.collection.IntObjectHashMap$1
 206:           180           2880  io.netty.util.collection.IntObjectHashMap$EntrySet
 207:           180           2880  io.netty.util.collection.IntObjectHashMap$KeySet
 208:           179           2864  java.lang.ThreadLocal (java.base@11.0.8)
 209:           178           2848  java.util.Collections$UnmodifiableSet (java.base@11.0.8)
 210:           118           2832  javax.management.ObjectName$Property (java.management@11.0.8)
 211:           175           2800  java.util.concurrent.atomic.AtomicInteger (java.base@11.0.8)
 212:            47           2752  [Lcom.sun.org.apache.xerces.internal.util.SymbolHash$Entry; (java.xml@11.0.8)
 213:            31           2728  java.util.regex.Pattern (java.base@11.0.8)
 214:            85           2720  java.util.logging.LogManager$LogNode (java.logging@11.0.8)
 215:           111           2664  java.util.ImmutableCollections$List12 (java.base@11.0.8)
 216:           163           2608  com.sun.proxy.$Proxy32
 217:           163           2608  java.util.concurrent.atomic.AtomicBoolean (java.base@11.0.8)
 218:            79           2528  org.apache.activemq.artemis.api.core.SimpleString
 219:           104           2496  java.util.zip.ZipFile$Source$Key (java.base@11.0.8)
 220:            44           2464  java.util.logging.Logger (java.logging@11.0.8)
 221:           151           2416  java.util.ImmutableCollections$ListN (java.base@11.0.8)
 222:           151           2416  java.util.WeakHashMap$KeySet (java.base@11.0.8)
 223:            49           2352  java.lang.invoke.BoundMethodHandle$SpeciesData (java.base@11.0.8)
 224:             2           2328  [Lorg.eclipse.jetty.http.HttpStatus$Code;
 225:            97           2328  com.sun.beans.introspect.MethodInfo (java.desktop@11.0.8)
 226:            29           2320  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLIILL (java.base@11.0.8)
 227:            41           2296  java.security.Provider$Service (java.base@11.0.8)
 228:            57           2280  java.io.FilePermission (java.base@11.0.8)
 229:            95           2280  java.security.Provider$ServiceKey (java.base@11.0.8)
 230:            71           2272  com.sun.org.apache.xerces.internal.xni.QName (java.xml@11.0.8)
 231:            46           2208  io.airlift.airline.model.CommandMetadata
 232:           136           2176  org.eclipse.jetty.webapp.ClassMatcher$ByLocation
 233:           136           2176  org.eclipse.jetty.webapp.ClassMatcher$ByPackage
 234:            89           2136  sun.reflect.generics.factory.CoreReflectionFactory (java.base@11.0.8)
 235:            66           2112  java.lang.invoke.LambdaForm$Kind (java.base@11.0.8)
 236:            23           2104  [[B (java.base@11.0.8)
 237:           130           2080  java.lang.Character (java.base@11.0.8)
 238:             1           2064  [Lorg.eclipse.jetty.http.HttpGenerator$PreparedResponse;
 239:            51           2040  java.lang.invoke.DirectMethodHandle$Special (java.base@11.0.8)
 240:            62           1984  jdk.internal.reflect.UnsafeObjectFieldAccessorImpl (java.base@11.0.8)
 241:            41           1968  com.sun.management.internal.DiagnosticCommandInfo (jdk.management@11.0.8)
 242:            49           1960  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData; (java.base@11.0.8)
 243:            61           1952  java.security.Permissions (java.base@11.0.8)
 244:            61           1952  org.eclipse.jetty.http.HttpStatus$Code
 245:            81           1944  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@11.0.8)
 246:            78           1872  jdk.internal.reflect.NativeMethodAccessorImpl (java.base@11.0.8)
 247:            76           1824  java.util.Arrays$ArrayList (java.base@11.0.8)
 248:            57           1824  javax.management.ObjectName (java.management@11.0.8)
 249:            45           1800  java.security.AccessControlContext (java.base@11.0.8)
 250:            45           1800  java.util.logging.Logger$ConfigurationData (java.logging@11.0.8)
 251:            74           1776  jdk.internal.loader.AbstractClassLoaderValue$Sub (java.base@11.0.8)
 252:            37           1776  org.eclipse.jetty.http.pathmap.ServletPathSpec
 253:            13           1752  [Ljava.lang.ClassValue$Entry; (java.base@11.0.8)
 254:            72           1728  java.util.Collections$UnmodifiableRandomAccessList (java.base@11.0.8)
 255:             3           1704  org.jctools.queues.MpscUnboundedArrayQueue
 256:            53           1696  sun.nio.fs.UnixFileKey (java.base@11.0.8)
 257:            21           1680  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry; (java.base@11.0.8)
 258:            30           1680  [Lorg.apache.activemq.artemis.utils.collections.LinkedListImpl$Iterator;
 259:           104           1664  [Ljava.security.Principal; (java.base@11.0.8)
 260:           104           1664  java.security.ProtectionDomain$Key (java.base@11.0.8)
 261:           104           1664  sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes (java.base@11.0.8)
 262:            68           1632  org.eclipse.jetty.webapp.ClassMatcher
 263:            40           1600  org.eclipse.jetty.http.HttpMethod
 264:            33           1584  java.time.temporal.ValueRange (java.base@11.0.8)
 265:            39           1560  org.apache.activemq.artemis.utils.actors.OrderedExecutor
 266:            32           1536  com.sun.org.apache.xerces.internal.impl.dv.xs.DecimalDV$XDecimal (java.xml@11.0.8)
 267:            48           1536  com.sun.org.apache.xerces.internal.impl.xs.traversers.OneAttr (java.xml@11.0.8)
 268:            64           1536  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@11.0.8)
 269:            19           1520  org.eclipse.jetty.servlet.FilterHolder
 270:            38           1520  sun.reflect.generics.repository.MethodRepository (java.base@11.0.8)
 271:            47           1504  com.sun.org.apache.xerces.internal.util.SymbolHash (java.xml@11.0.8)
 272:             4           1504  org.apache.logging.log4j.core.util.Log4jThread
 273:            46           1472  java.util.Vector (java.base@11.0.8)
 274:             2           1448  [Ljava.time.LocalDateTime; (java.base@11.0.8)
 275:            60           1440  java.lang.module.ResolvedModule (java.base@11.0.8)
 276:            45           1440  java.util.zip.ZipFile$CleanableResource$FinalizableResource (java.base@11.0.8)
 277:            60           1440  jdk.internal.module.SystemModuleFinders$2 (java.base@11.0.8)
 278:            60           1440  jdk.internal.module.SystemModuleFinders$SystemModuleReader (java.base@11.0.8)
 279:            30           1440  org.apache.activemq.artemis.utils.collections.LinkedListImpl
 280:            59           1416  jdk.internal.loader.BuiltinClassLoader$LoadedModule (java.base@11.0.8)
 281:            59           1416  org.eclipse.jetty.http.HttpGenerator$PreparedResponse
 282:            44           1408  org.jolokia.config.ConfigKey
 283:            58           1392  com.sun.org.apache.xerces.internal.util.SymbolTable$Entry (java.xml@11.0.8)
 284:             1           1376  [Ljdk.internal.math.FDBigInteger; (java.base@11.0.8)
 285:            13           1352  org.eclipse.jetty.servlet.ServletHolder
 286:            56           1344  java.io.FilePermissionCollection (java.base@11.0.8)
 287:            56           1344  java.lang.module.ModuleDescriptor$Provides (java.base@11.0.8)
 288:            42           1344  java.util.concurrent.atomic.LongAdder (java.base@11.0.8)
 289:            56           1344  javax.xml.namespace.QName (java.xml@11.0.8)
 290:             8           1336  [Ljava.beans.MethodDescriptor; (java.desktop@11.0.8)
 291:            79           1336  [Lsun.reflect.generics.tree.FormalTypeParameter; (java.base@11.0.8)
 292:            83           1328  jdk.internal.reflect.DelegatingMethodAccessorImpl (java.base@11.0.8)
 293:            41           1312  com.sun.management.internal.DiagnosticCommandImpl$Wrapper (jdk.management@11.0.8)
 294:            41           1312  sun.reflect.generics.repository.ClassRepository (java.base@11.0.8)
 295:            40           1296  [Ljava.math.BigInteger; (java.base@11.0.8)
 296:            54           1296  java.util.jar.Manifest (java.base@11.0.8)
 297:            27           1296  org.apache.commons.beanutils.converters.ArrayConverter
 298:            41           1264  [Lcom.sun.org.apache.xerces.internal.impl.xs.traversers.OneAttr; (java.xml@11.0.8)
 299:            51           1224  com.sun.jmx.mbeanserver.NamedObject (java.management@11.0.8)
 300:            51           1224  sun.reflect.generics.scope.ClassScope (java.base@11.0.8)
 301:            38           1216  sun.reflect.generics.tree.MethodTypeSignature (java.base@11.0.8)
 302:            30           1200  java.time.temporal.ChronoField (java.base@11.0.8)
 303:             5           1200  org.apache.activemq.artemis.core.remoting.impl.netty.NettyAcceptor
 304:            50           1200  org.eclipse.jetty.servlet.Source
 305:            37           1184  io.netty.channel.ChannelOption
 306:            37           1184  java.lang.ThreadLocal$ThreadLocalMap$Entry (java.base@11.0.8)
 307:            21           1176  org.apache.logging.log4j.core.util.datetime.FixedDateFormat$FixedFormat
 308:            29           1160  com.sun.jmx.mbeanserver.PerInterface (java.management@11.0.8)
 309:            29           1160  java.lang.invoke.VarHandleObjects$FieldInstanceReadWrite (java.base@11.0.8)
 310:            48           1152  java.security.Provider$UString (java.base@11.0.8)
 311:            48           1152  java.util.regex.Pattern$BmpCharPropertyGreedy (java.base@11.0.8)
 312:            71           1136  com.sun.proxy.$Proxy8
 313:            47           1128  org.eclipse.jetty.servlet.ServletHandler$MappedServlet
 314:            28           1120  java.math.BigDecimal (java.base@11.0.8)
 315:            46           1104  org.eclipse.jetty.webapp.ClassMatcher$ClassEntry
 316:            34           1088  sun.reflect.annotation.AnnotationType (java.base@11.0.8)
 317:            19           1064  javax.management.openmbean.ArrayType (java.management@11.0.8)
 318:             2           1056  [Ljava.lang.Byte; (java.base@11.0.8)
 319:             2           1056  [Ljava.lang.Long; (java.base@11.0.8)
 320:             2           1056  [Ljava.lang.Short; (java.base@11.0.8)
 321:            48           1056  [Ljavax.management.MBeanConstructorInfo; (java.management@11.0.8)
 322:             1           1040  [Lorg.apache.activemq.openwire.DataStreamMarshaller;
 323:            65           1040  org.eclipse.jetty.io.AbstractByteBufferPool$$Lambda$290/0x000000080044a440
 324:            65           1040  org.eclipse.jetty.io.AbstractByteBufferPool$$Lambda$291/0x0000000800449840
 325:            43           1032  java.util.regex.Pattern$BmpCharProperty (java.base@11.0.8)
 326:            41           1024  [Lcom.sun.management.internal.DiagnosticCommandArgumentInfo; (jdk.management@11.0.8)
 327:            64           1024  java.util.HashMap$EntrySet (java.base@11.0.8)
 328:            15           1016  [Ljava.beans.PropertyDescriptor; (java.desktop@11.0.8)
 329:             7           1008  [Ljava.lang.invoke.MemberName; (java.base@11.0.8)
 330:            55           1008  [Lsun.reflect.generics.tree.FieldTypeSignature; (java.base@11.0.8)
 331:            21           1008  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@11.0.8)
 332:             3           1008  org.apache.activemq.artemis.core.server.impl.QueueImpl
 333:            31            992  java.lang.invoke.VarHandle$AccessDescriptor (java.base@11.0.8)
 334:            31            992  java.lang.invoke.VarHandle$AccessMode (java.base@11.0.8)
 335:            31            992  java.util.concurrent.locks.AbstractQueuedSynchronizer$Node (java.base@11.0.8)
 336:            33            984  [Ljava.security.ProtectionDomain; (java.base@11.0.8)
 337:            41            984  sun.reflect.generics.tree.ClassSignature (java.base@11.0.8)
 338:            61            976  java.util.HashMap$KeySet (java.base@11.0.8)
 339:            10            968  [D (java.base@11.0.8)
 340:            60            960  com.sun.proxy.$Proxy15
 341:            24            960  java.lang.invoke.DirectMethodHandle$Interface (java.base@11.0.8)
 342:            30            960  java.security.Provider$EngineDescription (java.base@11.0.8)
 343:            60            960  java.security.SecureClassLoader$CodeSourceKey (java.base@11.0.8)
 344:            30            960  org.apache.activemq.artemis.utils.collections.LinkedListImpl$NodeHolder
 345:            24            960  org.apache.activemq.artemis.utils.critical.CriticalMeasure
 346:            41            944  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@11.0.8)
 347:            13            936  java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask (java.base@11.0.8)
 348:             3            936  org.apache.activemq.artemis.core.settings.impl.AddressSettings
 349:            13            936  org.apache.logging.log4j.core.config.LoggerConfig
 350:            39            936  org.eclipse.jetty.webapp.ClassMatcher$PackageEntry
 351:            29            928  java.util.RegularEnumSet (java.base@11.0.8)
 352:            58            928  jdk.internal.module.SystemModuleFinders$3 (java.base@11.0.8)
 353:            29            928  org.eclipse.jetty.util.resource.PathResource
 354:            23            920  com.sun.jmx.mbeanserver.MXBeanSupport (java.management@11.0.8)
 355:            19            912  org.eclipse.jetty.http.MimeTypes$Type
 356:            38            912  sun.reflect.generics.scope.MethodScope (java.base@11.0.8)
 357:            28            896  org.apache.logging.log4j.core.config.builder.api.Component
 358:            37            888  java.util.regex.Pattern$GroupHead (java.base@11.0.8)
 359:            37            888  java.util.regex.Pattern$GroupTail (java.base@11.0.8)
 360:            37            888  org.eclipse.jetty.http.pathmap.MappedResource
 361:             3            888  org.eclipse.jetty.webapp.WebAppContext
 362:            55            880  com.sun.proxy.$Proxy9
 363:            11            880  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLIILL (java.base@11.0.8)
 364:            27            872  [Ljava.time.format.DateTimeFormatterBuilder$DateTimePrinterParser; (java.base@11.0.8)
 365:            27            864  [Ljava.io.ObjectStreamField; (java.base@11.0.8)
 366:            36            864  com.sun.org.apache.xerces.internal.impl.xs.traversers.SmallContainer (java.xml@11.0.8)
 367:            27            864  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl (java.base@11.0.8)
 368:            54            864  java.util.jar.Attributes (java.base@11.0.8)
 369:            53            848  org.apache.commons.beanutils.converters.ConverterFacade
 370:            35            840  java.lang.management.ManagementPermission (java.management@11.0.8)
 371:            15            840  sun.util.calendar.ZoneInfo (java.base@11.0.8)
