 num     #instances         #bytes  class name (module)
 306:            21           1344  com.sun.org.apache.xerces.internal.impl.xs.XSComplexTypeDecl (java.xml@11.0.8)
 307:            56           1344  java.io.FilePermissionCollection (java.base@11.0.8)
 308:            56           1344  java.lang.module.ModuleDescriptor$Provides (java.base@11.0.8)
 309:            42           1344  java.util.concurrent.atomic.LongAdder (java.base@11.0.8)
 310:             8           1336  [Ljava.beans.MethodDescriptor; (java.desktop@11.0.8)
 311:            79           1336  [Lsun.reflect.generics.tree.FormalTypeParameter; (java.base@11.0.8)
 312:            83           1328  jdk.internal.reflect.DelegatingMethodAccessorImpl (java.base@11.0.8)
 313:            41           1312  com.sun.management.internal.DiagnosticCommandImpl$Wrapper (jdk.management@11.0.8)
 314:            41           1312  sun.reflect.generics.repository.ClassRepository (java.base@11.0.8)
 315:            40           1296  [Ljava.math.BigInteger; (java.base@11.0.8)
 316:            27           1296  com.sun.xml.bind.v2.runtime.LeafBeanInfoImpl
 317:            54           1296  java.util.jar.Manifest (java.base@11.0.8)
 318:            27           1296  org.apache.commons.beanutils.converters.ArrayConverter
 319:            41           1264  [Lcom.sun.org.apache.xerces.internal.impl.xs.traversers.OneAttr; (java.xml@11.0.8)
 320:             2           1256  [Lcom.sun.org.apache.xerces.internal.util.SymbolTable$Entry; (java.xml@11.0.8)
 321:            51           1224  com.sun.jmx.mbeanserver.NamedObject (java.management@11.0.8)
 322:            38           1216  sun.reflect.generics.tree.MethodTypeSignature (java.base@11.0.8)
 323:            30           1200  java.time.temporal.ChronoField (java.base@11.0.8)
 324:             5           1200  org.apache.activemq.artemis.core.remoting.impl.netty.NettyAcceptor
 325:            50           1200  org.eclipse.jetty.servlet.Source
 326:            37           1184  io.netty.channel.ChannelOption
 327:            37           1184  java.lang.ThreadLocal$ThreadLocalMap$Entry (java.base@11.0.8)
 328:            21           1176  org.apache.logging.log4j.core.util.datetime.FixedDateFormat$FixedFormat
 329:            29           1160  com.sun.jmx.mbeanserver.PerInterface (java.management@11.0.8)
 330:            29           1160  java.lang.invoke.VarHandleObjects$FieldInstanceReadWrite (java.base@11.0.8)
 331:            48           1152  java.security.Provider$UString (java.base@11.0.8)
 332:            48           1152  java.util.regex.Pattern$BmpCharPropertyGreedy (java.base@11.0.8)
 333:            71           1136  com.sun.proxy.$Proxy8
 334:            47           1128  org.eclipse.jetty.servlet.ServletHandler$MappedServlet
 335:            28           1120  java.math.BigDecimal (java.base@11.0.8)
 336:            46           1104  org.eclipse.jetty.webapp.ClassMatcher$ClassEntry
 337:            34           1088  sun.reflect.annotation.AnnotationType (java.base@11.0.8)
 338:            19           1064  javax.management.openmbean.ArrayType (java.management@11.0.8)
 339:             2           1056  [Ljava.lang.Byte; (java.base@11.0.8)
 340:             2           1056  [Ljava.lang.Long; (java.base@11.0.8)
 341:             2           1056  [Ljava.lang.Short; (java.base@11.0.8)
 342:            48           1056  [Ljavax.management.MBeanConstructorInfo; (java.management@11.0.8)
 343:            22           1056  com.sun.org.apache.xerces.internal.impl.xs.XSAttributeGroupDecl (java.xml@11.0.8)
 344:             1           1040  [Lorg.apache.activemq.openwire.DataStreamMarshaller;
 345:            65           1040  org.eclipse.jetty.io.AbstractByteBufferPool$$Lambda$290/0x000000080044a440
 346:            65           1040  org.eclipse.jetty.io.AbstractByteBufferPool$$Lambda$291/0x0000000800449840
 347:            43           1032  java.util.regex.Pattern$BmpCharProperty (java.base@11.0.8)
 348:            41           1024  [Lcom.sun.management.internal.DiagnosticCommandArgumentInfo; (jdk.management@11.0.8)
 349:            64           1024  java.util.HashMap$EntrySet (java.base@11.0.8)
 350:            15           1016  [Ljava.beans.PropertyDescriptor; (java.desktop@11.0.8)
 351:             7           1008  [Ljava.lang.invoke.MemberName; (java.base@11.0.8)
 352:            55           1008  [Lsun.reflect.generics.tree.FieldTypeSignature; (java.base@11.0.8)
 353:            21           1008  com.sun.xml.bind.v2.runtime.unmarshaller.StructureLoader
 354:            21           1008  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@11.0.8)
 355:             3           1008  org.apache.activemq.artemis.core.server.impl.QueueImpl
 356:            31            992  java.lang.invoke.VarHandle$AccessDescriptor (java.base@11.0.8)
 357:            31            992  java.lang.invoke.VarHandle$AccessMode (java.base@11.0.8)
 358:            33            984  [Ljava.security.ProtectionDomain; (java.base@11.0.8)
 359:            41            984  sun.reflect.generics.tree.ClassSignature (java.base@11.0.8)
 360:            61            976  java.util.HashMap$KeySet (java.base@11.0.8)
 361:            10            968  [D (java.base@11.0.8)
 362:            60            960  com.sun.proxy.$Proxy15
 363:            24            960  java.lang.invoke.DirectMethodHandle$Interface (java.base@11.0.8)
 364:            30            960  java.security.Provider$EngineDescription (java.base@11.0.8)
 365:            60            960  java.security.SecureClassLoader$CodeSourceKey (java.base@11.0.8)
 366:            30            960  java.util.concurrent.locks.AbstractQueuedSynchronizer$Node (java.base@11.0.8)
 367:            30            960  org.apache.activemq.artemis.utils.collections.LinkedListImpl$NodeHolder
