 num     #instances         #bytes  class name (module)
  76:           595          19040  io.airlift.airline.Accessor
  77:           562          17984  java.nio.DirectByteBuffer$Deallocator (java.base@11.0.8)
  78:           438          17520  javax.management.MBeanOperationInfo (java.management@11.0.8)
  79:           700          16800  org.eclipse.jetty.util.ArrayTrie$Node
  80:           406          16240  java.util.WeakHashMap$Entry (java.base@11.0.8)
  81:           398          15920  java.lang.invoke.DirectMethodHandle$Accessor (java.base@11.0.8)
  82:           323          15504  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base@11.0.8)
  83:           469          15008  java.util.Hashtable$Entry (java.base@11.0.8)
  84:            39          14976  org.apache.activemq.artemis.utils.ActiveMQThreadFactory$1
  85:           149          14304  java.util.jar.JarFile$JarFileEntry (java.base@11.0.8)
  86:           288          13824  io.netty.buffer.PoolChunkList
  87:           842          13568  [Lorg.eclipse.jetty.xml.XmlParser$Attribute;
  88:           211          13504  java.util.zip.Inflater (java.base@11.0.8)
  89:           104          13312  sun.nio.fs.UnixFileAttributes (java.base@11.0.8)
  90:           531          12744  java.util.concurrent.CopyOnWriteArrayList (java.base@11.0.8)
  91:           396          12672  javax.management.MBeanAttributeInfo (java.management@11.0.8)
  92:           522          12520  [Ljava.lang.reflect.Constructor; (java.base@11.0.8)
  93:           771          12336  java.util.LinkedHashMap$LinkedEntrySet (java.base@11.0.8)
  94:           512          12288  io.netty.buffer.LongPriorityQueue
  95:           319          12064  [Ljavax.management.MBeanParameterInfo; (java.management@11.0.8)
  96:           247          11856  java.util.WeakHashMap (java.base@11.0.8)
  97:           291          11640  java.lang.Package$VersionInfo (java.base@11.0.8)
  98:           207          11592  java.beans.MethodDescriptor (java.desktop@11.0.8)
  99:           181          11584  io.netty.buffer.UnpooledUnsafeDirectByteBuf
 100:           360          11520  io.netty.channel.kqueue.KQueueEventArray
 101:           357          11424  java.lang.Package (java.base@11.0.8)
 102:           456          10944  java.util.LinkedList$Node (java.base@11.0.8)
 103:           341          10912  jdk.internal.math.FDBigInteger (java.base@11.0.8)
 104:           336          10752  org.eclipse.jetty.webapp.MetaData$OriginInfo
 105:           261          10440  org.apache.logging.log4j.core.Logger
 106:           261          10440  org.apache.logging.log4j.core.Logger$PrivateConfig
 107:           416           9984  jdk.internal.reflect.NativeConstructorAccessorImpl (java.base@11.0.8)
 108:           616           9856  com.google.common.collect.SingletonImmutableList
 109:           291           9312  java.lang.ref.ReferenceQueue (java.base@11.0.8)
 110:           385           9240  java.beans.MethodRef (java.desktop@11.0.8)
 111:           128           9216  org.apache.activemq.artemis.utils.collections.ConcurrentLongHashMap$Section
 112:           136           8768  [Ljava.util.Hashtable$Entry; (java.base@11.0.8)
 113:           181           8688  java.nio.HeapByteBuffer (java.base@11.0.8)
 114:           180           8640  io.netty.channel.unix.IovArray
 115:           180           8640  io.netty.util.collection.IntObjectHashMap
 116:           358           8592  java.time.LocalDateTime (java.base@11.0.8)
 117:           355           8520  java.lang.module.ModuleDescriptor$Exports (java.base@11.0.8)
 118:           262           8384  java.util.LinkedList (java.base@11.0.8)
 119:           261           8352  org.apache.logging.slf4j.Log4jLogger
 120:             8           8320  [Lorg.apache.qpid.proton.codec.PrimitiveTypeEncoding;
 121:           338           8112  java.util.jar.Attributes$Name (java.base@11.0.8)
 122:           497           7952  java.util.LinkedHashMap$LinkedValues (java.base@11.0.8)
 123:            13           7824  [Lorg.eclipse.jetty.util.ArrayTrie$Node;
 124:           234           7488  java.lang.invoke.BoundMethodHandle$Species_L (java.base@11.0.8)
 125:            92           7360  java.net.URI (java.base@11.0.8)
 126:           100           7344  [Ljavax.management.MBeanAttributeInfo; (java.management@11.0.8)
 127:           154           7264  [Ljava.lang.reflect.Field; (java.base@11.0.8)
 128:           225           7200  org.apache.logging.log4j.core.config.plugins.processor.PluginEntry
 129:           128           7168  org.eclipse.jetty.io.ArrayRetainableByteBufferPool$Bucket
 130:           447           7152  jdk.internal.reflect.DelegatingConstructorAccessorImpl (java.base@11.0.8)
 131:            19           7144  java.lang.Thread (java.base@11.0.8)
 132:            40           7120  [Z (java.base@11.0.8)
 133:           178           7120  java.lang.invoke.BoundMethodHandle$Species_LL (java.base@11.0.8)
 134:           294           7056  javax.management.ImmutableDescriptor (java.management@11.0.8)
 135:           291           6984  org.eclipse.jetty.util.TreeTrie
 136:           217           6944  sun.nio.fs.UnixPath (java.base@11.0.8)
 137:           281           6744  java.util.ImmutableCollections$Set12 (java.base@11.0.8)
 138:           210           6720  io.netty.util.internal.LongAdderCounter
 139:           105           6720  java.util.jar.JarFile (java.base@11.0.8)
 140:           104           6656  java.util.zip.ZipFile$Source (java.base@11.0.8)
 141:           112           6504  [Ljava.lang.invoke.MethodHandle; (java.base@11.0.8)
 142:           116           6496  java.io.FileCleanable (java.base@11.0.8)
 143:           135           6480  java.util.Hashtable (java.base@11.0.8)
 144:            91           6440  [Ljavax.management.MBeanOperationInfo; (java.management@11.0.8)
 145:            89           6408  java.beans.PropertyDescriptor (java.desktop@11.0.8)
 146:           263           6312  java.lang.Class$AnnotationData (java.base@11.0.8)
 147:           263           6312  java.lang.Long (java.base@11.0.8)
 148:           263           6312  org.apache.logging.log4j.message.DefaultFlowMessageFactory
 149:           263           6312  org.apache.logging.log4j.spi.AbstractLogger$LocalLogBuilder
 150:           258           6192  org.apache.qpid.proton.amqp.UnsignedLong
 151:           256           6144  sun.reflect.generics.tree.SimpleClassTypeSignature (java.base@11.0.8)
 152:           250           6000  com.sun.jmx.mbeanserver.PerInterface$MethodAndSig (java.management@11.0.8)
 153:           107           5992  java.lang.Module (java.base@11.0.8)
 154:           185           5920  io.netty.util.concurrent.DefaultPromise
 155:           182           5824  java.util.concurrent.CountDownLatch$Sync (java.base@11.0.8)
 156:           360           5760  org.apache.qpid.proton.amqp.messaging.ApplicationProperties
 157:           118           5664  java.util.TreeMap (java.base@11.0.8)
 158:           233           5592  java.util.concurrent.atomic.AtomicLong (java.base@11.0.8)
 159:           225           5400  org.apache.logging.log4j.core.config.plugins.util.PluginType
 160:           111           5328  java.util.logging.LogManager$LoggerWeakRef (java.logging@11.0.8)
 161:           220           5280  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@11.0.8)
 162:           130           5200  org.eclipse.jetty.io.ByteBufferPool$Bucket
 163:           160           5120  io.netty.handler.codec.CodecOutputList
 164:            80           5120  java.lang.invoke.BoundMethodHandle$Species_LLLLLLIIL (java.base@11.0.8)
 165:           211           5064  java.util.zip.Inflater$InflaterZStreamRef (java.base@11.0.8)
 166:           105           5040  jdk.internal.loader.URLClassPath$JarLoader (java.base@11.0.8)
 167:           153           4896  com.sun.jmx.mbeanserver.ConvertingMethod (java.management@11.0.8)
 168:           256           4840  [Lsun.reflect.generics.tree.TypeArgument; (java.base@11.0.8)
 169:           121           4840  java.io.FileDescriptor (java.base@11.0.8)
 170:           100           4800  javax.management.MBeanInfo (java.management@11.0.8)
 171:           294           4704  org.eclipse.jetty.util.thread.AutoLock
 172:           293           4688  java.lang.ref.ReferenceQueue$Lock (java.base@11.0.8)
 173:           194           4656  java.util.concurrent.ConcurrentLinkedQueue (java.base@11.0.8)
 174:           192           4608  com.sun.org.apache.xerces.internal.util.SymbolHash$Entry (java.xml@11.0.8)
 175:           144           4608  java.io.File (java.base@11.0.8)
 176:           114           4560  java.math.BigInteger (java.base@11.0.8)
 177:           190           4560  java.util.ArrayDeque (java.base@11.0.8)
 178:           111           4440  java.lang.ref.Finalizer (java.base@11.0.8)
 179:           185           4440  java.util.Collections$SetFromMap (java.base@11.0.8)
 180:           110           4400  java.security.ProtectionDomain (java.base@11.0.8)
 181:           182           4368  java.time.LocalDate (java.base@11.0.8)
 182:           136           4352  org.eclipse.jetty.util.IncludeExcludeSet
 183:           180           4320  io.netty.channel.unix.FileDescriptor
 184:           180           4320  io.netty.util.internal.ThreadExecutorMap$1
 185:           108           4320  java.security.CodeSource (java.base@11.0.8)
 186:           133           4256  java.lang.module.ModuleDescriptor$Requires (java.base@11.0.8)
 187:           266           4256  java.util.HashSet (java.base@11.0.8)
 188:           262           4192  org.apache.logging.log4j.message.ParameterizedMessageFactory
 189:           104           4160  io.netty.buffer.PoolThreadCache$MemoryRegionCache$Entry
 190:           259           4144  java.lang.Byte (java.base@11.0.8)
 191:           259           4144  java.lang.Short (java.base@11.0.8)
 192:           258           4128  org.apache.qpid.proton.amqp.UnsignedInteger
 193:           257           4112  org.apache.qpid.proton.amqp.UnsignedShort
 194:           171           4104  java.util.ImmutableCollections$SetN (java.base@11.0.8)
 195:           256           4096  org.apache.qpid.proton.amqp.UnsignedByte
 196:           254           4064  sun.reflect.generics.tree.ClassTypeSignature (java.base@11.0.8)
 197:           168           4032  org.eclipse.jetty.util.component.ContainerLifeCycle$Bean
 198:            40           4000  [Lio.netty.buffer.PoolThreadCache$MemoryRegionCache;
 199:           166           3984  jdk.internal.module.ServicesCatalog$ServiceProvider (java.base@11.0.8)
 200:           123           3936  java.lang.ThreadLocal$ThreadLocalMap$Entry (java.base@11.0.8)
 201:           123           3936  org.apache.activemq.artemis.api.core.SimpleString
 202:            98           3920  java.io.ObjectStreamField (java.base@11.0.8)
 203:            61           3904  java.lang.module.ModuleDescriptor (java.base@11.0.8)
 204:            80           3840  org.eclipse.jetty.http.HttpHeader
 205:            24           3648  io.netty.buffer.PoolArena$DirectArena
 206:            24           3648  io.netty.buffer.PoolArena$HeapArena
 207:           166           3608  [Ljava.lang.reflect.Type; (java.base@11.0.8)
 208:            45           3600  sun.net.www.protocol.jar.URLJarFile (java.base@11.0.8)
 209:           112           3584  java.io.RandomAccessFile (java.base@11.0.8)
 210:            88           3520  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@11.0.8)
 211:           145           3480  java.util.Collections$SingletonList (java.base@11.0.8)
 212:           105           3360  java.util.zip.ZipFile$CleanableResource (java.base@11.0.8)
 213:            60           3360  jdk.internal.module.ModuleReferenceImpl (java.base@11.0.8)
 214:           164           3288  [Lcom.sun.jmx.mbeanserver.MXBeanMapping; (java.management@11.0.8)
 215:           136           3264  org.eclipse.jetty.webapp.ClassMatcher$ByClass
 216:           136           3264  org.eclipse.jetty.webapp.ClassMatcher$ByLocationOrModule
 217:           136           3264  org.eclipse.jetty.webapp.ClassMatcher$ByModule
 218:           136           3264  org.eclipse.jetty.webapp.ClassMatcher$ByPackageOrName
 219:            39           3248  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry; (java.base@11.0.8)
 220:            81           3240  java.lang.invoke.DirectMethodHandle$Special (java.base@11.0.8)
 221:            80           3200  com.sun.management.internal.DiagnosticCommandArgumentInfo (jdk.management@11.0.8)
 222:           200           3200  com.sun.proxy.$Proxy14
 223:            99           3168  java.util.logging.LogManager$LogNode (java.logging@11.0.8)
 224:            36           3168  jdk.internal.reflect.DelegatingClassLoader (java.base@11.0.8)
 225:           196           3136  java.util.Collections$SingletonSet (java.base@11.0.8)
 226:            49           3136  javax.management.openmbean.OpenMBeanAttributeInfoSupport (java.management@11.0.8)
 227:            77           3080  com.sun.beans.introspect.PropertyInfo (java.desktop@11.0.8)
 228:           191           3056  java.util.LinkedHashSet (java.base@11.0.8)
 229:           190           3040  com.sun.proxy.$Proxy31
 230:           113           2992  [Ljavax.management.ObjectName$Property; (java.management@11.0.8)
 231:           182           2912  java.util.concurrent.CountDownLatch (java.base@11.0.8)
 232:           180           2880  io.netty.channel.kqueue.KQueueEventLoop$1
 233:           180           2880  io.netty.util.collection.IntObjectHashMap$1
 234:           180           2880  io.netty.util.collection.IntObjectHashMap$EntrySet
 235:           180           2880  io.netty.util.collection.IntObjectHashMap$KeySet
 236:           180           2880  java.lang.ThreadLocal (java.base@11.0.8)
 237:           179           2864  java.util.concurrent.atomic.AtomicBoolean (java.base@11.0.8)
 238:           178           2848  java.util.Collections$UnmodifiableSet (java.base@11.0.8)
 239:           118           2832  javax.management.ObjectName$Property (java.management@11.0.8)
 240:            32           2816  java.util.regex.Pattern (java.base@11.0.8)
 241:           175           2800  java.util.concurrent.atomic.AtomicInteger (java.base@11.0.8)
 242:            47           2752  [Lcom.sun.org.apache.xerces.internal.util.SymbolHash$Entry; (java.xml@11.0.8)
 243:            49           2744  java.util.logging.Logger (java.logging@11.0.8)
 244:            21           2688  io.netty.util.internal.InternalThreadLocalMap
 245:           111           2664  java.util.ImmutableCollections$List12 (java.base@11.0.8)
 246:           163           2608  com.sun.proxy.$Proxy32
 247:           104           2496  java.util.zip.ZipFile$Source$Key (java.base@11.0.8)
 248:           151           2416  java.util.ImmutableCollections$ListN (java.base@11.0.8)
 249:           151           2416  java.util.WeakHashMap$KeySet (java.base@11.0.8)
 250:            60           2400  java.io.FilePermission (java.base@11.0.8)
 251:            30           2400  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLIILL (java.base@11.0.8)
 252:            49           2352  java.lang.invoke.BoundMethodHandle$SpeciesData (java.base@11.0.8)
 253:             2           2328  [Lorg.eclipse.jetty.http.HttpStatus$Code;
 254:            97           2328  com.sun.beans.introspect.MethodInfo (java.desktop@11.0.8)
 255:            97           2328  java.util.Collections$UnmodifiableRandomAccessList (java.base@11.0.8)
 256:            16           2304  [Lio.netty.buffer.LongPriorityQueue;
 257:            41           2296  java.security.Provider$Service (java.base@11.0.8)
 258:            41           2296  javax.management.openmbean.CompositeType (java.management@11.0.8)
 259:            95           2280  java.security.Provider$ServiceKey (java.base@11.0.8)
 260:            71           2272  com.sun.org.apache.xerces.internal.xni.QName (java.xml@11.0.8)
 261:            46           2208  io.airlift.airline.model.CommandMetadata
 262:           136           2176  org.eclipse.jetty.webapp.ClassMatcher$ByLocation
 263:           136           2176  org.eclipse.jetty.webapp.ClassMatcher$ByPackage
 264:            89           2136  sun.reflect.generics.factory.CoreReflectionFactory (java.base@11.0.8)
 265:            66           2112  java.lang.invoke.LambdaForm$Kind (java.base@11.0.8)
 266:            66           2112  java.security.Permissions (java.base@11.0.8)
 267:            23           2104  [[B (java.base@11.0.8)
 268:           130           2080  java.lang.Character (java.base@11.0.8)
 269:             1           2064  [Lorg.eclipse.jetty.http.HttpGenerator$PreparedResponse;
 270:            86           2064  org.apache.qpid.proton.amqp.Symbol
 271:            84           2016  io.netty.util.Recycler$DefaultHandle
 272:            50           2000  java.util.logging.Logger$ConfigurationData (java.logging@11.0.8)
 273:            62           1984  jdk.internal.reflect.UnsafeObjectFieldAccessorImpl (java.base@11.0.8)
 274:            41           1968  com.sun.management.internal.DiagnosticCommandInfo (jdk.management@11.0.8)
 275:            82           1968  jdk.internal.reflect.NativeMethodAccessorImpl (java.base@11.0.8)
 276:            49           1960  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData; (java.base@11.0.8)
 277:            61           1952  org.eclipse.jetty.http.HttpStatus$Code
 278:            81           1944  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@11.0.8)
 279:            14           1896  [Ljava.lang.ClassValue$Entry; (java.base@11.0.8)
 280:            21           1848  io.netty.buffer.PooledUnsafeDirectByteBuf
 281:            46           1840  java.security.AccessControlContext (java.base@11.0.8)
 282:            76           1824  java.util.Arrays$ArrayList (java.base@11.0.8)
 283:            57           1824  javax.management.ObjectName (java.management@11.0.8)
 284:            74           1776  jdk.internal.loader.AbstractClassLoaderValue$Sub (java.base@11.0.8)
 285:            37           1776  org.eclipse.jetty.http.pathmap.ServletPathSpec
 286:           110           1760  [Ljava.security.Principal; (java.base@11.0.8)
 287:           110           1760  java.security.ProtectionDomain$Key (java.base@11.0.8)
 288:            43           1720  org.apache.activemq.artemis.utils.actors.OrderedExecutor
 289:             3           1704  org.jctools.queues.MpscUnboundedArrayQueue
 290:            53           1696  sun.nio.fs.UnixFileKey (java.base@11.0.8)
 291:            30           1680  [Lorg.apache.activemq.artemis.utils.collections.LinkedListImpl$Iterator;
 292:           104           1664  sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes (java.base@11.0.8)
 293:            68           1632  org.eclipse.jetty.webapp.ClassMatcher
 294:            40           1600  org.eclipse.jetty.http.HttpMethod
 295:            33           1584  java.time.temporal.ValueRange (java.base@11.0.8)
 296:            32           1536  com.sun.org.apache.xerces.internal.impl.dv.xs.DecimalDV$XDecimal (java.xml@11.0.8)
 297:            48           1536  com.sun.org.apache.xerces.internal.impl.xs.traversers.OneAttr (java.xml@11.0.8)
 298:            64           1536  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@11.0.8)
 299:            19           1520  org.eclipse.jetty.servlet.FilterHolder
 300:            38           1520  sun.reflect.generics.repository.MethodRepository (java.base@11.0.8)
 301:            47           1504  com.sun.org.apache.xerces.internal.util.SymbolHash (java.xml@11.0.8)
 302:            47           1504  java.util.Vector (java.base@11.0.8)
 303:             4           1504  org.apache.logging.log4j.core.util.Log4jThread
 304:             2           1448  [Ljava.time.LocalDateTime; (java.base@11.0.8)
 305:            60           1440  java.lang.module.ResolvedModule (java.base@11.0.8)
 306:            45           1440  java.util.zip.ZipFile$CleanableResource$FinalizableResource (java.base@11.0.8)
 307:            60           1440  jdk.internal.module.SystemModuleFinders$2 (java.base@11.0.8)
 308:            60           1440  jdk.internal.module.SystemModuleFinders$SystemModuleReader (java.base@11.0.8)
 309:            30           1440  org.apache.activemq.artemis.utils.collections.LinkedListImpl
 310:            59           1416  java.io.FilePermissionCollection (java.base@11.0.8)
 311:            59           1416  jdk.internal.loader.BuiltinClassLoader$LoadedModule (java.base@11.0.8)
 312:            59           1416  org.eclipse.jetty.http.HttpGenerator$PreparedResponse
 313:            44           1408  org.jolokia.config.ConfigKey
 314:            58           1392  com.sun.org.apache.xerces.internal.util.SymbolTable$Entry (java.xml@11.0.8)
 315:            29           1392  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@11.0.8)
 316:            87           1392  jdk.internal.reflect.DelegatingMethodAccessorImpl (java.base@11.0.8)
 317:             1           1376  [Ljdk.internal.math.FDBigInteger; (java.base@11.0.8)
 318:            57           1368  java.util.jar.Manifest (java.base@11.0.8)
 319:            13           1352  org.eclipse.jetty.servlet.ServletHolder
 320:            56           1344  java.lang.module.ModuleDescriptor$Provides (java.base@11.0.8)
 321:            42           1344  java.util.concurrent.atomic.LongAdder (java.base@11.0.8)
 322:            56           1344  javax.xml.namespace.QName (java.xml@11.0.8)
 323:             8           1336  [Ljava.beans.MethodDescriptor; (java.desktop@11.0.8)
 324:            79           1336  [Lsun.reflect.generics.tree.FormalTypeParameter; (java.base@11.0.8)
 325:            41           1312  com.sun.management.internal.DiagnosticCommandImpl$Wrapper (jdk.management@11.0.8)
 326:            41           1312  sun.reflect.generics.repository.ClassRepository (java.base@11.0.8)
 327:            40           1296  [Ljava.math.BigInteger; (java.base@11.0.8)
 328:            27           1296  javax.management.openmbean.TabularType (java.management@11.0.8)
 329:            27           1296  org.apache.commons.beanutils.converters.ArrayConverter
 330:            16           1280  io.netty.buffer.PoolChunk
 331:            40           1280  java.util.concurrent.locks.AbstractQueuedSynchronizer$Node (java.base@11.0.8)
 332:            41           1264  [Lcom.sun.org.apache.xerces.internal.impl.xs.traversers.OneAttr; (java.xml@11.0.8)
 333:            31           1240  java.util.IdentityHashMap (java.base@11.0.8)
 334:            51           1224  com.sun.jmx.mbeanserver.NamedObject (java.management@11.0.8)
 335:            51           1224  sun.reflect.generics.scope.ClassScope (java.base@11.0.8)
 336:            38           1216  sun.reflect.generics.tree.MethodTypeSignature (java.base@11.0.8)
 337:            30           1200  java.time.temporal.ChronoField (java.base@11.0.8)
 338:             5           1200  org.apache.activemq.artemis.core.remoting.impl.netty.NettyAcceptor
 339:            50           1200  org.eclipse.jetty.servlet.Source
 340:            37           1184  io.netty.channel.ChannelOption
 341:            37           1184  java.lang.invoke.VarHandle$AccessDescriptor (java.base@11.0.8)
 342:            21           1176  org.apache.logging.log4j.core.util.datetime.FixedDateFormat$FixedFormat
 343:            29           1160  com.sun.jmx.mbeanserver.PerInterface (java.management@11.0.8)
 344:            29           1160  java.lang.invoke.VarHandleObjects$FieldInstanceReadWrite (java.base@11.0.8)
 345:            48           1152  java.security.Provider$UString (java.base@11.0.8)
 346:            48           1152  java.util.regex.Pattern$BmpCharPropertyGreedy (java.base@11.0.8)
 347:            71           1136  com.sun.proxy.$Proxy8
 348:            47           1128  org.eclipse.jetty.servlet.ServletHandler$MappedServlet
 349:            28           1120  java.math.BigDecimal (java.base@11.0.8)
 350:            20           1120  javax.management.openmbean.ArrayType (java.management@11.0.8)
 351:            46           1104  org.eclipse.jetty.webapp.ClassMatcher$ClassEntry
 352:             8           1088  org.apache.qpid.proton.codec.EncoderImpl
 353:            34           1088  sun.reflect.annotation.AnnotationType (java.base@11.0.8)
 354:            15           1080  java.util.ResourceBundle$CacheKey (java.base@11.0.8)
 355:             2           1056  [Ljava.lang.Byte; (java.base@11.0.8)
 356:             2           1056  [Ljava.lang.Long; (java.base@11.0.8)
 357:             2           1056  [Ljava.lang.Short; (java.base@11.0.8)
 358:            48           1056  [Ljavax.management.MBeanConstructorInfo; (java.management@11.0.8)
 359:             1           1040  [Lorg.apache.activemq.artemis.utils.collections.TypedProperties$ByteValue;
 360:             1           1040  [Lorg.apache.activemq.openwire.DataStreamMarshaller;
 361:             1           1040  [Lorg.apache.qpid.proton.amqp.UnsignedByte;
 362:             1           1040  [Lorg.apache.qpid.proton.amqp.UnsignedInteger;
 363:             1           1040  [Lorg.apache.qpid.proton.amqp.UnsignedLong;
 364:             1           1040  [Lorg.apache.qpid.proton.amqp.UnsignedShort;
 365:            26           1040  java.lang.invoke.DirectMethodHandle$Interface (java.base@11.0.8)
 366:            65           1040  java.security.SecureClassLoader$CodeSourceKey (java.base@11.0.8)
 367:            65           1040  java.util.HashMap$EntrySet (java.base@11.0.8)
 368:            65           1040  org.eclipse.jetty.io.AbstractByteBufferPool$$Lambda$290/0x000000080044a440
 369:            65           1040  org.eclipse.jetty.io.AbstractByteBufferPool$$Lambda$291/0x0000000800449840
 370:            43           1032  java.util.regex.Pattern$BmpCharProperty (java.base@11.0.8)
 371:            41           1024  [Lcom.sun.management.internal.DiagnosticCommandArgumentInfo; (jdk.management@11.0.8)
 372:            32           1024  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl (java.base@11.0.8)
